"DATE","TIME PERIOD","Rate for the overnight maturity calculated as the euro short-term rate plus a spread of 8.5 basis points (EON.D.EONIA_TO.RATE)"
"2006-08-07","07 Aug 2006","2.680"
"2006-08-08","08 Aug 2006","2.730"
"2006-08-09","09 Aug 2006","3.070"
"2006-08-10","10 Aug 2006","3.070"
"2006-08-11","11 Aug 2006","3.070"
"2006-08-14","14 Aug 2006","3.070"
"2006-08-15","15 Aug 2006","3.070"
"2006-08-16","16 Aug 2006","3.070"
"2006-08-17","17 Aug 2006","3.070"
"2006-08-18","18 Aug 2006","3.070"
"2006-08-21","21 Aug 2006","3.070"
"2006-08-22","22 Aug 2006","3.060"
"2006-08-23","23 Aug 2006","3.050"
"2006-08-24","24 Aug 2006","3.030"
"2006-08-25","25 Aug 2006","3.010"
"2006-08-28","28 Aug 2006","3.010"
"2006-08-29","29 Aug 2006","3.010"
"2006-08-30","30 Aug 2006","3.020"
"2006-08-31","31 Aug 2006","3.040"
"2006-09-01","01 Sep 2006","3.010"
"2006-09-04","04 Sep 2006","2.980"
"2006-09-05","05 Sep 2006","3.040"
"2006-09-06","06 Sep 2006","3.060"
"2006-09-07","07 Sep 2006","3.060"
"2006-09-08","08 Sep 2006","3.060"
"2006-09-11","11 Sep 2006","3.060"
"2006-09-12","12 Sep 2006","3.060"
"2006-09-13","13 Sep 2006","3.050"
"2006-09-14","14 Sep 2006","3.050"
"2006-09-15","15 Sep 2006","3.050"
"2006-09-18","18 Sep 2006","3.050"
"2006-09-19","19 Sep 2006","3.040"
"2006-09-20","20 Sep 2006","3.040"
"2006-09-21","21 Sep 2006","3.020"
"2006-09-22","22 Sep 2006","3.010"
"2006-09-25","25 Sep 2006","3.010"
"2006-09-26","26 Sep 2006","3.020"
"2006-09-27","27 Sep 2006","3.040"
"2006-09-28","28 Sep 2006","3.050"
"2006-09-29","29 Sep 2006","3.100"
"2006-10-02","02 Oct 2006","3.060"
"2006-10-03","03 Oct 2006","3.100"
"2006-10-04","04 Oct 2006","3.190"
"2006-10-05","05 Oct 2006","3.240"
"2006-10-06","06 Oct 2006","3.250"
"2006-10-09","09 Oct 2006","3.190"
"2006-10-10","10 Oct 2006","3.090"
"2006-10-11","11 Oct 2006","3.310"
"2006-10-12","12 Oct 2006","3.310"
"2006-10-13","13 Oct 2006","3.310"
"2006-10-16","16 Oct 2006","3.320"
"2006-10-17","17 Oct 2006","3.320"
"2006-10-18","18 Oct 2006","3.320"
"2006-10-19","19 Oct 2006","3.330"
"2006-10-20","20 Oct 2006","3.330"
"2006-10-23","23 Oct 2006","3.330"
"2006-10-24","24 Oct 2006","3.340"
"2006-10-25","25 Oct 2006","3.340"
"2006-10-26","26 Oct 2006","3.350"
"2006-10-27","27 Oct 2006","3.350"
"2006-10-30","30 Oct 2006","3.360"
"2006-10-31","31 Oct 2006","3.380"
"2006-11-01","01 Nov 2006","3.330"
"2006-11-02","02 Nov 2006","3.360"
"2006-11-03","03 Nov 2006","3.350"
"2006-11-06","06 Nov 2006","3.330"
"2006-11-07","07 Nov 2006","3.320"
"2006-11-08","08 Nov 2006","3.330"
"2006-11-09","09 Nov 2006","3.330"
"2006-11-10","10 Nov 2006","3.330"
"2006-11-13","13 Nov 2006","3.330"
"2006-11-14","14 Nov 2006","3.330"
"2006-11-15","15 Nov 2006","3.330"
"2006-11-16","16 Nov 2006","3.320"
"2006-11-17","17 Nov 2006","3.320"
"2006-11-20","20 Nov 2006","3.320"
"2006-11-21","21 Nov 2006","3.320"
"2006-11-22","22 Nov 2006","3.320"
"2006-11-23","23 Nov 2006","3.320"
"2006-11-24","24 Nov 2006","3.320"
"2006-11-27","27 Nov 2006","3.320"
"2006-11-28","28 Nov 2006","3.320"
"2006-11-29","29 Nov 2006","3.320"
"2006-11-30","30 Nov 2006","3.340"
"2006-12-01","01 Dec 2006","3.320"
"2006-12-04","04 Dec 2006","3.320"
"2006-12-05","05 Dec 2006","3.320"
"2006-12-06","06 Dec 2006","3.310"
"2006-12-07","07 Dec 2006","3.280"
"2006-12-08","08 Dec 2006","3.290"
"2006-12-11","11 Dec 2006","3.350"
"2006-12-12","12 Dec 2006","3.360"
"2006-12-13","13 Dec 2006","3.570"
"2006-12-14","14 Dec 2006","3.580"
"2006-12-15","15 Dec 2006","3.590"
"2006-12-18","18 Dec 2006","3.600"
"2006-12-19","19 Dec 2006","3.610"
"2006-12-20","20 Dec 2006","3.630"
"2006-12-21","21 Dec 2006","3.670"
"2006-12-22","22 Dec 2006","3.670"
"2006-12-27","27 Dec 2006","3.690"
"2006-12-28","28 Dec 2006","3.670"
"2006-12-29","29 Dec 2006","3.690"
"2007-01-02","02 Jan 2007","3.600"
"2007-01-03","03 Jan 2007","3.600"
"2007-01-04","04 Jan 2007","3.600"
"2007-01-05","05 Jan 2007","3.590"
"2007-01-08","08 Jan 2007","3.580"
"2007-01-09","09 Jan 2007","3.560"
"2007-01-10","10 Jan 2007","3.530"
"2007-01-11","11 Jan 2007","3.520"
"2007-01-12","12 Jan 2007","3.500"
"2007-01-15","15 Jan 2007","3.520"
"2007-01-16","16 Jan 2007","3.500"
"2007-01-17","17 Jan 2007","3.570"
"2007-01-18","18 Jan 2007","3.570"
"2007-01-19","19 Jan 2007","3.570"
"2007-01-22","22 Jan 2007","3.570"
"2007-01-23","23 Jan 2007","3.570"
"2007-01-24","24 Jan 2007","3.570"
"2007-01-25","25 Jan 2007","3.570"
"2007-01-26","26 Jan 2007","3.570"
"2007-01-29","29 Jan 2007","3.570"
"2007-01-30","30 Jan 2007","3.570"
"2007-01-31","31 Jan 2007","3.590"
"2007-02-01","01 Feb 2007","3.570"
"2007-02-02","02 Feb 2007","3.560"
"2007-02-05","05 Feb 2007","3.560"
"2007-02-06","06 Feb 2007","3.550"
"2007-02-07","07 Feb 2007","3.530"
"2007-02-08","08 Feb 2007","3.530"
"2007-02-09","09 Feb 2007","3.540"
"2007-02-12","12 Feb 2007","3.550"
"2007-02-13","13 Feb 2007","3.710"
"2007-02-14","14 Feb 2007","3.570"
"2007-02-15","15 Feb 2007","3.570"
"2007-02-16","16 Feb 2007","3.570"
"2007-02-19","19 Feb 2007","3.570"
"2007-02-20","20 Feb 2007","3.570"
"2007-02-21","21 Feb 2007","3.570"
"2007-02-22","22 Feb 2007","3.570"
"2007-02-23","23 Feb 2007","3.570"
"2007-02-26","26 Feb 2007","3.570"
"2007-02-27","27 Feb 2007","3.560"
"2007-02-28","28 Feb 2007","3.600"
"2007-03-01","01 Mar 2007","3.570"
"2007-03-02","02 Mar 2007","3.570"
"2007-03-05","05 Mar 2007","3.560"
"2007-03-06","06 Mar 2007","3.560"
"2007-03-07","07 Mar 2007","3.550"
"2007-03-08","08 Mar 2007","3.540"
"2007-03-09","09 Mar 2007","3.520"
"2007-03-12","12 Mar 2007","3.520"
"2007-03-13","13 Mar 2007","3.110"
"2007-03-14","14 Mar 2007","3.820"
"2007-03-15","15 Mar 2007","3.820"
"2007-03-16","16 Mar 2007","3.820"
"2007-03-19","19 Mar 2007","3.820"
"2007-03-20","20 Mar 2007","3.820"
"2007-03-21","21 Mar 2007","3.810"
"2007-03-22","22 Mar 2007","3.810"
"2007-03-23","23 Mar 2007","3.810"
"2007-03-26","26 Mar 2007","3.810"
"2007-03-27","27 Mar 2007","3.810"
"2007-03-28","28 Mar 2007","3.820"
"2007-03-29","29 Mar 2007","3.830"
"2007-03-30","30 Mar 2007","3.900"
"2007-04-02","02 Apr 2007","3.830"
"2007-04-03","03 Apr 2007","3.840"
"2007-04-04","04 Apr 2007","3.840"
"2007-04-05","05 Apr 2007","3.860"
"2007-04-10","10 Apr 2007","3.830"
"2007-04-11","11 Apr 2007","3.830"
"2007-04-12","12 Apr 2007","3.820"
"2007-04-13","13 Apr 2007","3.730"
"2007-04-16","16 Apr 2007","3.690"
"2007-04-17","17 Apr 2007","3.790"
"2007-04-18","18 Apr 2007","3.830"
"2007-04-19","19 Apr 2007","3.830"
"2007-04-20","20 Apr 2007","3.830"
"2007-04-23","23 Apr 2007","3.830"
"2007-04-24","24 Apr 2007","3.830"
"2007-04-25","25 Apr 2007","3.830"
"2007-04-26","26 Apr 2007","3.830"
"2007-04-27","27 Apr 2007","3.830"
"2007-04-30","30 Apr 2007","3.870"
"2007-05-02","02 May 2007","3.840"
"2007-05-03","03 May 2007","3.840"
"2007-05-04","04 May 2007","3.830"
"2007-05-07","07 May 2007","3.830"
"2007-05-08","08 May 2007","3.810"
"2007-05-09","09 May 2007","3.700"
"2007-05-10","10 May 2007","3.670"
"2007-05-11","11 May 2007","3.680"
"2007-05-14","14 May 2007","3.390"
"2007-05-15","15 May 2007","3.830"
"2007-05-16","16 May 2007","3.830"
"2007-05-17","17 May 2007","3.830"
"2007-05-18","18 May 2007","3.830"
"2007-05-21","21 May 2007","3.830"
"2007-05-22","22 May 2007","3.830"
"2007-05-23","23 May 2007","3.830"
"2007-05-24","24 May 2007","3.830"
"2007-05-25","25 May 2007","3.830"
"2007-05-28","28 May 2007","3.830"
"2007-05-29","29 May 2007","3.830"
"2007-05-30","30 May 2007","3.820"
"2007-05-31","31 May 2007","3.850"
"2007-06-01","01 Jun 2007","3.800"
"2007-06-04","04 Jun 2007","3.760"
"2007-06-05","05 Jun 2007","3.730"
"2007-06-06","06 Jun 2007","3.680"
"2007-06-07","07 Jun 2007","3.690"
"2007-06-08","08 Jun 2007","3.820"
"2007-06-11","11 Jun 2007","3.810"
"2007-06-12","12 Jun 2007","3.790"
"2007-06-13","13 Jun 2007","4.080"
"2007-06-14","14 Jun 2007","4.080"
"2007-06-15","15 Jun 2007","4.070"
"2007-06-18","18 Jun 2007","4.070"
"2007-06-19","19 Jun 2007","4.070"
"2007-06-20","20 Jun 2007","4.060"
"2007-06-21","21 Jun 2007","4.060"
"2007-06-22","22 Jun 2007","4.060"
"2007-06-25","25 Jun 2007","4.070"
"2007-06-26","26 Jun 2007","4.070"
"2007-06-27","27 Jun 2007","4.080"
"2007-06-28","28 Jun 2007","4.080"
"2007-06-29","29 Jun 2007","4.140"
"2007-07-02","02 Jul 2007","4.070"
"2007-07-03","03 Jul 2007","4.040"
"2007-07-04","04 Jul 2007","4.010"
"2007-07-05","05 Jul 2007","4.050"
"2007-07-06","06 Jul 2007","4.060"
"2007-07-09","09 Jul 2007","4.060"
"2007-07-10","10 Jul 2007","4.070"
"2007-07-11","11 Jul 2007","4.070"
"2007-07-12","12 Jul 2007","4.070"
"2007-07-13","13 Jul 2007","4.070"
"2007-07-16","16 Jul 2007","4.070"
"2007-07-17","17 Jul 2007","4.070"
"2007-07-18","18 Jul 2007","4.070"
"2007-07-19","19 Jul 2007","4.070"
"2007-07-20","20 Jul 2007","4.070"
"2007-07-23","23 Jul 2007","4.070"
"2007-07-24","24 Jul 2007","4.070"
"2007-07-25","25 Jul 2007","4.070"
"2007-07-26","26 Jul 2007","4.070"
"2007-07-27","27 Jul 2007","4.060"
"2007-07-30","30 Jul 2007","4.050"
"2007-07-31","31 Jul 2007","4.080"
"2007-08-01","01 Aug 2007","4.050"
"2007-08-02","02 Aug 2007","4.040"
"2007-08-03","03 Aug 2007","4.050"
"2007-08-06","06 Aug 2007","4.070"
"2007-08-07","07 Aug 2007","4.230"
"2007-08-08","08 Aug 2007","4.090"
"2007-08-09","09 Aug 2007","4.220"
"2007-08-10","10 Aug 2007","4.140"
"2007-08-13","13 Aug 2007","4.100"
"2007-08-14","14 Aug 2007","4.050"
"2007-08-15","15 Aug 2007","4.010"
"2007-08-16","16 Aug 2007","4.000"
"2007-08-17","17 Aug 2007","4.000"
"2007-08-20","20 Aug 2007","4.020"
"2007-08-21","21 Aug 2007","4.020"
"2007-08-22","22 Aug 2007","4.030"
"2007-08-23","23 Aug 2007","4.030"
"2007-08-24","24 Aug 2007","3.930"
"2007-08-27","27 Aug 2007","3.820"
"2007-08-28","28 Aug 2007","3.720"
"2007-08-29","29 Aug 2007","4.050"
"2007-08-30","30 Aug 2007","4.130"
"2007-08-31","31 Aug 2007","4.290"
"2007-09-03","03 Sep 2007","4.272"
"2007-09-04","04 Sep 2007","4.458"
"2007-09-05","05 Sep 2007","4.588"
"2007-09-06","06 Sep 2007","4.050"
"2007-09-07","07 Sep 2007","3.816"
"2007-09-10","10 Sep 2007","3.538"
"2007-09-11","11 Sep 2007","3.865"
"2007-09-12","12 Sep 2007","4.113"
"2007-09-13","13 Sep 2007","3.956"
"2007-09-14","14 Sep 2007","3.662"
"2007-09-17","17 Sep 2007","3.573"
"2007-09-18","18 Sep 2007","3.618"
"2007-09-19","19 Sep 2007","4.095"
"2007-09-20","20 Sep 2007","4.007"
"2007-09-21","21 Sep 2007","4.041"
"2007-09-24","24 Sep 2007","4.109"
"2007-09-25","25 Sep 2007","4.218"
"2007-09-26","26 Sep 2007","4.293"
"2007-09-27","27 Sep 2007","4.137"
"2007-09-28","28 Sep 2007","4.162"
"2007-10-01","01 Oct 2007","3.858"
"2007-10-02","02 Oct 2007","3.829"
"2007-10-03","03 Oct 2007","3.845"
"2007-10-04","04 Oct 2007","3.811"
"2007-10-05","05 Oct 2007","3.673"
"2007-10-08","08 Oct 2007","3.621"
"2007-10-09","09 Oct 2007","3.945"
"2007-10-10","10 Oct 2007","3.946"
"2007-10-11","11 Oct 2007","3.818"
"2007-10-12","12 Oct 2007","3.830"
"2007-10-15","15 Oct 2007","3.990"
"2007-10-16","16 Oct 2007","4.008"
"2007-10-17","17 Oct 2007","4.029"
"2007-10-18","18 Oct 2007","4.039"
"2007-10-19","19 Oct 2007","4.030"
"2007-10-22","22 Oct 2007","4.033"
"2007-10-23","23 Oct 2007","4.038"
"2007-10-24","24 Oct 2007","4.033"
"2007-10-25","25 Oct 2007","4.033"
"2007-10-26","26 Oct 2007","4.033"
"2007-10-29","29 Oct 2007","4.039"
"2007-10-30","30 Oct 2007","4.041"
"2007-10-31","31 Oct 2007","4.131"
"2007-11-01","01 Nov 2007","4.067"
"2007-11-02","02 Nov 2007","4.061"
"2007-11-05","05 Nov 2007","4.054"
"2007-11-06","06 Nov 2007","4.041"
"2007-11-07","07 Nov 2007","4.041"
"2007-11-08","08 Nov 2007","4.035"
"2007-11-09","09 Nov 2007","3.944"
"2007-11-12","12 Nov 2007","3.837"
"2007-11-13","13 Nov 2007","3.755"
"2007-11-14","14 Nov 2007","4.039"
"2007-11-15","15 Nov 2007","4.047"
"2007-11-16","16 Nov 2007","4.056"
"2007-11-19","19 Nov 2007","4.057"
"2007-11-20","20 Nov 2007","4.073"
"2007-11-21","21 Nov 2007","4.083"
"2007-11-22","22 Nov 2007","4.099"
"2007-11-23","23 Nov 2007","4.108"
"2007-11-26","26 Nov 2007","4.078"
"2007-11-27","27 Nov 2007","4.039"
"2007-11-28","28 Nov 2007","3.965"
"2007-11-29","29 Nov 2007","3.970"
"2007-11-30","30 Nov 2007","4.038"
"2007-12-03","03 Dec 2007","3.964"
"2007-12-04","04 Dec 2007","3.914"
"2007-12-05","05 Dec 2007","3.793"
"2007-12-06","06 Dec 2007","3.735"
"2007-12-07","07 Dec 2007","3.789"
"2007-12-10","10 Dec 2007","3.857"
"2007-12-11","11 Dec 2007","4.038"
"2007-12-12","12 Dec 2007","4.043"
"2007-12-13","13 Dec 2007","4.026"
"2007-12-14","14 Dec 2007","3.852"
"2007-12-17","17 Dec 2007","3.912"
"2007-12-18","18 Dec 2007","3.874"
"2007-12-19","19 Dec 2007","3.870"
"2007-12-20","20 Dec 2007","3.933"
"2007-12-21","21 Dec 2007","3.882"
"2007-12-24","24 Dec 2007","3.849"
"2007-12-27","27 Dec 2007","3.837"
"2007-12-28","28 Dec 2007","3.618"
"2007-12-31","31 Dec 2007","3.916"
"2008-01-02","02 Jan 2008","3.782"
"2008-01-03","03 Jan 2008","3.909"
"2008-01-04","04 Jan 2008","4.087"
"2008-01-07","07 Jan 2008","4.107"
"2008-01-08","08 Jan 2008","4.119"
"2008-01-09","09 Jan 2008","4.174"
"2008-01-10","10 Jan 2008","4.053"
"2008-01-11","11 Jan 2008","3.883"
"2008-01-14","14 Jan 2008","3.881"
"2008-01-15","15 Jan 2008","4.078"
"2008-01-16","16 Jan 2008","4.041"
"2008-01-17","17 Jan 2008","4.018"
"2008-01-18","18 Jan 2008","3.968"
"2008-01-21","21 Jan 2008","3.984"
"2008-01-22","22 Jan 2008","3.989"
"2008-01-23","23 Jan 2008","3.994"
"2008-01-24","24 Jan 2008","4.003"
"2008-01-25","25 Jan 2008","4.015"
"2008-01-28","28 Jan 2008","4.018"
"2008-01-29","29 Jan 2008","4.055"
"2008-01-30","30 Jan 2008","4.135"
"2008-01-31","31 Jan 2008","4.187"
"2008-02-01","01 Feb 2008","4.114"
"2008-02-04","04 Feb 2008","4.082"
"2008-02-05","05 Feb 2008","4.034"
"2008-02-06","06 Feb 2008","4.024"
"2008-02-07","07 Feb 2008","4.018"
"2008-02-08","08 Feb 2008","4.000"
"2008-02-11","11 Feb 2008","3.999"
"2008-02-12","12 Feb 2008","4.103"
"2008-02-13","13 Feb 2008","4.035"
"2008-02-14","14 Feb 2008","4.030"
"2008-02-15","15 Feb 2008","4.008"
"2008-02-18","18 Feb 2008","4.013"
"2008-02-19","19 Feb 2008","4.014"
"2008-02-20","20 Feb 2008","4.016"
"2008-02-21","21 Feb 2008","4.015"
"2008-02-22","22 Feb 2008","4.008"
"2008-02-25","25 Feb 2008","4.010"
"2008-02-26","26 Feb 2008","4.008"
"2008-02-27","27 Feb 2008","4.006"
"2008-02-28","28 Feb 2008","4.007"
"2008-02-29","29 Feb 2008","4.041"
"2008-03-03","03 Mar 2008","4.009"
"2008-03-04","04 Mar 2008","4.010"
"2008-03-05","05 Mar 2008","4.013"
"2008-03-06","06 Mar 2008","4.019"
"2008-03-07","07 Mar 2008","4.047"
"2008-03-10","10 Mar 2008","4.128"
"2008-03-11","11 Mar 2008","4.229"
"2008-03-12","12 Mar 2008","4.040"
"2008-03-13","13 Mar 2008","4.029"
"2008-03-14","14 Mar 2008","4.026"
"2008-03-17","17 Mar 2008","4.046"
"2008-03-18","18 Mar 2008","4.083"
"2008-03-19","19 Mar 2008","4.188"
"2008-03-20","20 Mar 2008","4.133"
"2008-03-25","25 Mar 2008","4.193"
"2008-03-26","26 Mar 2008","4.187"
"2008-03-27","27 Mar 2008","4.125"
"2008-03-28","28 Mar 2008","4.065"
"2008-03-31","31 Mar 2008","4.159"
"2008-04-01","01 Apr 2008","4.025"
"2008-04-02","02 Apr 2008","4.035"
"2008-04-03","03 Apr 2008","4.006"
"2008-04-04","04 Apr 2008","3.942"
"2008-04-07","07 Apr 2008","3.913"
"2008-04-08","08 Apr 2008","3.895"
"2008-04-09","09 Apr 2008","4.023"
"2008-04-10","10 Apr 2008","4.014"
"2008-04-11","11 Apr 2008","3.973"
"2008-04-14","14 Apr 2008","3.988"
"2008-04-15","15 Apr 2008","3.783"
"2008-04-16","16 Apr 2008","4.005"
"2008-04-17","17 Apr 2008","3.989"
"2008-04-18","18 Apr 2008","3.921"
"2008-04-21","21 Apr 2008","3.877"
"2008-04-22","22 Apr 2008","3.892"
"2008-04-23","23 Apr 2008","3.977"
"2008-04-24","24 Apr 2008","4.027"
"2008-04-25","25 Apr 2008","4.056"
"2008-04-28","28 Apr 2008","4.069"
"2008-04-29","29 Apr 2008","4.090"
"2008-04-30","30 Apr 2008","4.210"
"2008-05-02","02 May 2008","4.082"
"2008-05-05","05 May 2008","4.065"
"2008-05-06","06 May 2008","4.062"
"2008-05-07","07 May 2008","4.048"
"2008-05-08","08 May 2008","3.979"
"2008-05-09","09 May 2008","3.793"
"2008-05-12","12 May 2008","3.730"
"2008-05-13","13 May 2008","4.004"
"2008-05-14","14 May 2008","4.036"
"2008-05-15","15 May 2008","4.020"
"2008-05-16","16 May 2008","3.999"
"2008-05-19","19 May 2008","3.994"
"2008-05-20","20 May 2008","3.982"
"2008-05-21","21 May 2008","3.987"
"2008-05-22","22 May 2008","3.996"
"2008-05-23","23 May 2008","4.024"
"2008-05-26","26 May 2008","4.043"
"2008-05-27","27 May 2008","4.062"
"2008-05-28","28 May 2008","4.076"
"2008-05-29","29 May 2008","4.107"
"2008-05-30","30 May 2008","4.114"
"2008-06-02","02 Jun 2008","4.044"
"2008-06-03","03 Jun 2008","4.037"
"2008-06-04","04 Jun 2008","4.001"
"2008-06-05","05 Jun 2008","3.980"
"2008-06-06","06 Jun 2008","3.963"
"2008-06-09","09 Jun 2008","3.975"
"2008-06-10","10 Jun 2008","4.179"
"2008-06-11","11 Jun 2008","4.040"
"2008-06-12","12 Jun 2008","4.036"
"2008-06-13","13 Jun 2008","4.022"
"2008-06-16","16 Jun 2008","4.027"
"2008-06-17","17 Jun 2008","4.022"
"2008-06-18","18 Jun 2008","4.014"
"2008-06-19","19 Jun 2008","4.003"
"2008-06-20","20 Jun 2008","3.988"
"2008-06-23","23 Jun 2008","3.997"
"2008-06-24","24 Jun 2008","3.993"
"2008-06-25","25 Jun 2008","3.957"
"2008-06-26","26 Jun 2008","3.892"
"2008-06-27","27 Jun 2008","3.706"
"2008-06-30","30 Jun 2008","4.265"
"2008-07-01","01 Jul 2008","3.916"
"2008-07-02","02 Jul 2008","3.925"
"2008-07-03","03 Jul 2008","3.938"
"2008-07-04","04 Jul 2008","3.941"
"2008-07-07","07 Jul 2008","3.913"
"2008-07-08","08 Jul 2008","3.792"
"2008-07-09","09 Jul 2008","4.285"
"2008-07-10","10 Jul 2008","4.280"
"2008-07-11","11 Jul 2008","4.273"
"2008-07-14","14 Jul 2008","4.277"
"2008-07-15","15 Jul 2008","4.277"
"2008-07-16","16 Jul 2008","4.285"
"2008-07-17","17 Jul 2008","4.282"
"2008-07-18","18 Jul 2008","4.281"
"2008-07-21","21 Jul 2008","4.286"
"2008-07-22","22 Jul 2008","4.293"
"2008-07-23","23 Jul 2008","4.296"
"2008-07-24","24 Jul 2008","4.297"
"2008-07-25","25 Jul 2008","4.292"
"2008-07-28","28 Jul 2008","4.297"
"2008-07-29","29 Jul 2008","4.286"
"2008-07-30","30 Jul 2008","4.296"
"2008-07-31","31 Jul 2008","4.381"
"2008-08-01","01 Aug 2008","4.289"
"2008-08-04","04 Aug 2008","4.300"
"2008-08-05","05 Aug 2008","4.309"
"2008-08-06","06 Aug 2008","4.313"
"2008-08-07","07 Aug 2008","4.316"
"2008-08-08","08 Aug 2008","4.295"
"2008-08-11","11 Aug 2008","4.295"
"2008-08-12","12 Aug 2008","4.318"
"2008-08-13","13 Aug 2008","4.303"
"2008-08-14","14 Aug 2008","4.309"
"2008-08-15","15 Aug 2008","4.292"
"2008-08-18","18 Aug 2008","4.302"
"2008-08-19","19 Aug 2008","4.285"
"2008-08-20","20 Aug 2008","4.277"
"2008-08-21","21 Aug 2008","4.273"
"2008-08-22","22 Aug 2008","4.274"
"2008-08-25","25 Aug 2008","4.284"
"2008-08-26","26 Aug 2008","4.289"
"2008-08-27","27 Aug 2008","4.298"
"2008-08-28","28 Aug 2008","4.301"
"2008-08-29","29 Aug 2008","4.355"
"2008-09-01","01 Sep 2008","4.296"
"2008-09-02","02 Sep 2008","4.300"
"2008-09-03","03 Sep 2008","4.308"
"2008-09-04","04 Sep 2008","4.309"
"2008-09-05","05 Sep 2008","4.309"
"2008-09-08","08 Sep 2008","4.300"
"2008-09-09","09 Sep 2008","3.916"
"2008-09-10","10 Sep 2008","4.303"
"2008-09-11","11 Sep 2008","4.306"
"2008-09-12","12 Sep 2008","4.298"
"2008-09-15","15 Sep 2008","4.465"
"2008-09-16","16 Sep 2008","4.216"
"2008-09-17","17 Sep 2008","4.421"
"2008-09-18","18 Sep 2008","4.374"
"2008-09-19","19 Sep 2008","4.378"
"2008-09-22","22 Sep 2008","4.380"
"2008-09-23","23 Sep 2008","4.469"
"2008-09-24","24 Sep 2008","4.257"
"2008-09-25","25 Sep 2008","4.285"
"2008-09-26","26 Sep 2008","4.028"
"2008-09-29","29 Sep 2008","3.922"
"2008-09-30","30 Sep 2008","4.173"
"2008-10-01","01 Oct 2008","4.193"
"2008-10-02","02 Oct 2008","4.203"
"2008-10-03","03 Oct 2008","4.140"
"2008-10-06","06 Oct 2008","4.388"
"2008-10-07","07 Oct 2008","4.601"
"2008-10-08","08 Oct 2008","4.510"
"2008-10-09","09 Oct 2008","3.971"
"2008-10-10","10 Oct 2008","3.846"
"2008-10-13","13 Oct 2008","3.757"
"2008-10-14","14 Oct 2008","3.696"
"2008-10-15","15 Oct 2008","3.697"
"2008-10-16","16 Oct 2008","3.635"
"2008-10-17","17 Oct 2008","3.615"
"2008-10-20","20 Oct 2008","3.597"
"2008-10-21","21 Oct 2008","3.572"
"2008-10-22","22 Oct 2008","3.569"
"2008-10-23","23 Oct 2008","3.567"
"2008-10-24","24 Oct 2008","3.566"
"2008-10-27","27 Oct 2008","3.525"
"2008-10-28","28 Oct 2008","3.537"
"2008-10-29","29 Oct 2008","3.535"
"2008-10-30","30 Oct 2008","3.548"
"2008-10-31","31 Oct 2008","3.587"
"2008-11-03","03 Nov 2008","3.480"
"2008-11-04","04 Nov 2008","3.454"
"2008-11-05","05 Nov 2008","3.442"
"2008-11-06","06 Nov 2008","3.423"
"2008-11-07","07 Nov 2008","3.432"
"2008-11-10","10 Nov 2008","3.453"
"2008-11-11","11 Nov 2008","3.660"
"2008-11-12","12 Nov 2008","3.138"
"2008-11-13","13 Nov 2008","3.078"
"2008-11-14","14 Nov 2008","3.031"
"2008-11-17","17 Nov 2008","2.999"
"2008-11-18","18 Nov 2008","2.957"
"2008-11-19","19 Nov 2008","2.922"
"2008-11-20","20 Nov 2008","2.913"
"2008-11-21","21 Nov 2008","2.904"
"2008-11-24","24 Nov 2008","2.937"
"2008-11-25","25 Nov 2008","2.931"
"2008-11-26","26 Nov 2008","2.934"
"2008-11-27","27 Nov 2008","2.948"
"2008-11-28","28 Nov 2008","2.968"
"2008-12-01","01 Dec 2008","2.934"
"2008-12-02","02 Dec 2008","2.911"
"2008-12-03","03 Dec 2008","2.919"
"2008-12-04","04 Dec 2008","2.896"
"2008-12-05","05 Dec 2008","2.894"
"2008-12-08","08 Dec 2008","2.867"
"2008-12-09","09 Dec 2008","2.941"
"2008-12-10","10 Dec 2008","2.347"
"2008-12-11","11 Dec 2008","2.322"
"2008-12-12","12 Dec 2008","2.306"
"2008-12-15","15 Dec 2008","2.293"
"2008-12-16","16 Dec 2008","2.303"
"2008-12-17","17 Dec 2008","2.249"
"2008-12-18","18 Dec 2008","2.237"
"2008-12-19","19 Dec 2008","2.234"
"2008-12-22","22 Dec 2008","2.235"
"2008-12-23","23 Dec 2008","2.251"
"2008-12-24","24 Dec 2008","2.225"
"2008-12-29","29 Dec 2008","2.234"
"2008-12-30","30 Dec 2008","2.265"
"2008-12-31","31 Dec 2008","2.352"
"2009-01-02","02 Jan 2009","2.221"
"2009-01-05","05 Jan 2009","2.212"
"2009-01-06","06 Jan 2009","2.177"
"2009-01-07","07 Jan 2009","2.181"
"2009-01-08","08 Jan 2009","2.159"
"2009-01-09","09 Jan 2009","2.150"
"2009-01-12","12 Jan 2009","2.144"
"2009-01-13","13 Jan 2009","2.123"
"2009-01-14","14 Jan 2009","2.115"
"2009-01-15","15 Jan 2009","2.117"
"2009-01-16","16 Jan 2009","2.110"
"2009-01-19","19 Jan 2009","2.120"
"2009-01-20","20 Jan 2009","2.147"
"2009-01-21","21 Jan 2009","1.498"
"2009-01-22","22 Jan 2009","1.248"
"2009-01-23","23 Jan 2009","1.204"
"2009-01-26","26 Jan 2009","1.228"
"2009-01-27","27 Jan 2009","1.193"
"2009-01-28","28 Jan 2009","1.209"
"2009-01-29","29 Jan 2009","1.228"
"2009-01-30","30 Jan 2009","1.273"
"2009-02-02","02 Feb 2009","1.211"
"2009-02-03","03 Feb 2009","1.219"
